method,seed,subset,epoch,top1,top5,top1_reference,top5_reference,top1_delta,top5_delta,loss,adaptation_delay,performance_deficit,shortcut_feature_reliance,eri_score,strategy,backbone
scratch_t2,42,T1_all,49,0.60325,0.87,0.35,0.65,0.25325,0.2199999999999999,1.6766032972335816,,0.0,0.412251655629139,,scratch_t2,resnet18
scratch_t2,42,T2_nonshortcut_normal,49,0.71,0.9086666666666666,0.35,0.65,0.36,0.2586666666666666,1.220339944680532,,0.0,0.412251655629139,,scratch_t2,resnet18
scratch_t2,42,T2_shortcut_masked,49,0.592,0.9,0.35,0.65,0.242,0.25,1.5428182048797607,,0.0,0.412251655629139,,scratch_t2,resnet18
scratch_t2,42,T2_shortcut_normal,49,0.498,0.818,0.35,0.65,0.148,0.1679999999999999,2.119543991088867,,0.0,0.412251655629139,,scratch_t2,resnet18
sgd,42,T1_all,49,0.6935,0.90375,0.35,0.65,0.3435,0.25375,1.581632511138916,,0.0,0.4338902147971361,,sgd,resnet18
sgd,42,T2_nonshortcut_normal,49,0.78,0.9526666666666668,0.35,0.65,0.43,0.3026666666666666,0.9666905743281048,,0.0,0.4338902147971361,,sgd,resnet18
sgd,42,T2_shortcut_masked,49,0.732,0.92,0.35,0.65,0.382,0.27,1.218646354675293,,0.0,0.4338902147971361,,sgd,resnet18
sgd,42,T2_shortcut_normal,49,0.652,0.874,0.35,0.65,0.302,0.2239999999999999,1.729233609199524,,0.0,0.4338902147971361,,sgd,resnet18
