method,seed,subset,epoch,top1,top5,top1_reference,top5_reference,top1_delta,top5_delta,loss,adaptation_delay,performance_deficit,shortcut_feature_reliance,eri_score
scratch_t2,42,T1_all,49,0.60325,0.87,0.35,0.65,0.25325,0.21999999999999997,1.6766032972335816,,0.0,0.41225165562913907,
scratch_t2,42,T2_nonshortcut_normal,49,0.71,0.9086666666666666,0.35,0.65,0.36,0.2586666666666666,1.2203399446805319,,0.0,0.41225165562913907,
scratch_t2,42,T2_shortcut_masked,49,0.592,0.9,0.35,0.65,0.242,0.25,1.5428182048797607,,0.0,0.41225165562913907,
scratch_t2,42,T2_shortcut_normal,49,0.498,0.818,0.35,0.65,0.14800000000000002,0.16799999999999993,2.119543991088867,,0.0,0.41225165562913907,
