method,seed,epoch_eff,split,acc,top5,loss
sgd,42,0.0,T1_all,0.212,0.513,3.016155391693115
sgd,42,0.0,T1_all,0.666,0.90775,1.5189971451759339
sgd,42,0.0,T2_nonshortcut_normal,0.3433333333333333,0.668,2.5160033206939696
sgd,42,0.0,T2_nonshortcut_normal,0.7286666666666667,0.922,1.2094846930503844
sgd,42,0.0,T2_shortcut_masked,0.176,0.562,3.0104740447998046
sgd,42,0.0,T2_shortcut_masked,0.548,0.834,2.129656702041626
sgd,42,0.0,T2_shortcut_normal,0.124,0.406,3.455024139404297
sgd,42,0.0,T2_shortcut_normal,0.438,0.73,3.051158458709717
sgd,42,1.0,T1_all,0.2585,0.60025,2.7916083641052247
sgd,42,1.0,T1_all,0.637,0.892,1.6483090000152587
sgd,42,1.0,T2_nonshortcut_normal,0.406,0.724,2.2912279602686563
sgd,42,1.0,T2_nonshortcut_normal,0.752,0.948,1.0306737212340038
sgd,42,1.0,T2_shortcut_masked,0.226,0.536,3.0378343334198
sgd,42,1.0,T2_shortcut_masked,0.586,0.874,1.9698407039642334
sgd,42,1.0,T2_shortcut_normal,0.152,0.454,3.3932381095886233
sgd,42,1.0,T2_shortcut_normal,0.488,0.798,2.5607100200653075
sgd,42,2.0,T1_all,0.3365,0.69525,2.404256085395813
sgd,42,2.0,T1_all,0.64275,0.89225,1.6537424659729003
sgd,42,2.0,T2_nonshortcut_normal,0.472,0.784,1.9768865178426107
sgd,42,2.0,T2_nonshortcut_normal,0.7506666666666667,0.942,1.0538120350837707
sgd,42,2.0,T2_shortcut_masked,0.246,0.628,2.8671962242126465
sgd,42,2.0,T2_shortcut_masked,0.598,0.896,1.6657981214523316
sgd,42,2.0,T2_shortcut_normal,0.206,0.486,3.255529315948486
sgd,42,2.0,T2_shortcut_normal,0.492,0.83,2.350140422821045
sgd,42,3.0,T1_all,0.382,0.7355,2.2188931608200075
sgd,42,3.0,T1_all,0.6635,0.9095,1.4794665341377258
sgd,42,3.0,T2_nonshortcut_normal,0.5393333333333333,0.8233333333333334,1.6714466104507446
sgd,42,3.0,T2_nonshortcut_normal,0.732,0.9353333333333333,1.148755231698354
sgd,42,3.0,T2_shortcut_masked,0.306,0.73,2.347202297210693
sgd,42,3.0,T2_shortcut_masked,0.658,0.906,1.457517478942871
sgd,42,3.0,T2_shortcut_normal,0.248,0.614,2.8537046699523927
sgd,42,3.0,T2_shortcut_normal,0.558,0.834,2.0626775646209716
sgd,42,4.0,T1_all,0.39975,0.7535,2.212138340950012
sgd,42,4.0,T1_all,0.66775,0.901,1.4854162206649781
sgd,42,4.0,T2_nonshortcut_normal,0.528,0.8153333333333334,1.7087595469156902
sgd,42,4.0,T2_nonshortcut_normal,0.7806666666666666,0.946,0.9279772197405497
sgd,42,4.0,T2_shortcut_masked,0.402,0.826,2.0289282550811767
sgd,42,4.0,T2_shortcut_masked,0.642,0.89,1.5968461170196533
sgd,42,4.0,T2_shortcut_normal,0.33,0.7,2.4710140132904055
sgd,42,4.0,T2_shortcut_normal,0.534,0.812,2.216080656051636
sgd,42,5.0,T1_all,0.44775,0.78925,1.9876478433609008
sgd,42,5.0,T1_all,0.654,0.9105,1.5929777116775512
sgd,42,5.0,T2_nonshortcut_normal,0.578,0.8673333333333333,1.4977231950759888
sgd,42,5.0,T2_nonshortcut_normal,0.7746666666666666,0.9433333333333334,1.0238497565587361
sgd,42,5.0,T2_shortcut_masked,0.298,0.692,2.572775363922119
sgd,42,5.0,T2_shortcut_masked,0.678,0.888,1.531798770904541
sgd,42,5.0,T2_shortcut_normal,0.216,0.564,3.0793300933837893
sgd,42,5.0,T2_shortcut_normal,0.534,0.78,2.463065944671631
sgd,42,6.0,T1_all,0.4855,0.81525,1.8321116361618042
sgd,42,6.0,T1_all,0.65825,0.903,1.55935053730011
sgd,42,6.0,T2_nonshortcut_normal,0.616,0.876,1.3930926491419475
sgd,42,6.0,T2_nonshortcut_normal,0.7506666666666667,0.9353333333333333,1.1193775634765626
sgd,42,6.0,T2_shortcut_masked,0.462,0.802,1.863135190963745
sgd,42,6.0,T2_shortcut_masked,0.672,0.91,1.4293967580795288
sgd,42,6.0,T2_shortcut_normal,0.39,0.716,2.2889042987823487
sgd,42,6.0,T2_shortcut_normal,0.564,0.816,2.147744360923767
sgd,42,7.0,T1_all,0.5065,0.84225,1.7217020440101622
sgd,42,7.0,T1_all,0.6625,0.90725,1.5415836338996887
sgd,42,7.0,T2_nonshortcut_normal,0.6373333333333333,0.896,1.2829026417732239
sgd,42,7.0,T2_nonshortcut_normal,0.7746666666666666,0.9466666666666667,1.0179711592197418
sgd,42,7.0,T2_shortcut_masked,0.422,0.744,2.154232710838318
sgd,42,7.0,T2_shortcut_masked,0.66,0.91,1.4441915740966798
sgd,42,7.0,T2_shortcut_normal,0.33,0.648,2.6896969738006593
sgd,42,7.0,T2_shortcut_normal,0.552,0.83,2.1799071235656737
sgd,42,8.0,T1_all,0.51925,0.83875,1.72421333694458
sgd,42,8.0,T1_all,0.66025,0.90775,1.5480604519844055
sgd,42,8.0,T2_nonshortcut_normal,0.656,0.8966666666666666,1.2234790573120118
sgd,42,8.0,T2_nonshortcut_normal,0.7553333333333333,0.94,1.1063156614303589
sgd,42,8.0,T2_shortcut_masked,0.528,0.832,1.7436245279312135
sgd,42,8.0,T2_shortcut_masked,0.598,0.868,1.8398382587432862
sgd,42,8.0,T2_shortcut_normal,0.41,0.758,2.1995500936508177
sgd,42,8.0,T2_shortcut_normal,0.512,0.778,2.470912534713745
sgd,42,9.0,T1_all,0.5385,0.84875,1.6490012331008912
sgd,42,9.0,T1_all,0.66825,0.9015,1.5395986676216125
sgd,42,9.0,T2_nonshortcut_normal,0.6346666666666667,0.9026666666666666,1.276840013027191
sgd,42,9.0,T2_nonshortcut_normal,0.7613333333333333,0.9326666666666666,1.0903199127515157
sgd,42,9.0,T2_shortcut_masked,0.432,0.798,1.9615806674957275
sgd,42,9.0,T2_shortcut_masked,0.666,0.902,1.50452672290802
sgd,42,9.0,T2_shortcut_normal,0.326,0.638,2.6207268829345702
sgd,42,9.0,T2_shortcut_normal,0.558,0.802,2.2431077489852904
sgd,42,10.0,T1_all,0.5505,0.8605,1.5889567556381226
sgd,42,10.0,T1_all,0.6665,0.903,1.558441189289093
sgd,42,10.0,T2_nonshortcut_normal,0.6506666666666666,0.8893333333333333,1.288212944507599
