method,seed,subset,epoch,top1,top5,top1_reference,top5_reference,top1_delta,top5_delta,loss,adaptation_delay,performance_deficit,shortcut_feature_reliance,eri_score
sgd,42,T1_all,0,0.21725,0.5785,0.35,0.65,-0.13274999999999998,-0.07150000000000001,2.959262990951538,,0.0,0.26541554959785524,
sgd,42,T2_nonshortcut_normal,0,0.352,0.6693333333333333,0.35,0.65,0.0020000000000000018,0.019333333333333313,2.513929848353068,,0.0,0.26541554959785524,
sgd,42,T2_shortcut_masked,0,0.12,0.466,0.35,0.65,-0.22999999999999998,-0.184,3.3051062774658204,,0.0,0.26541554959785524,
sgd,42,T2_shortcut_normal,0,0.042,0.246,0.35,0.65,-0.308,-0.404,4.068213268280029,,0.0,0.26541554959785524,
