method,seed,epoch_eff,split,acc
sgd,43,0.1,T1_all,0.24127391164758932
sgd,43,0.1,T2_shortcut_normal,0.29801628572419475
sgd,43,0.1,T2_shortcut_masked,0.27149391636257775
sgd,43,0.1,T2_nonshortcut_normal,0.2848179587947713
sgd,43,0.2,T1_all,0.22422912167303144
sgd,43,0.2,T2_shortcut_normal,0.32785630786233966
sgd,43,0.2,T2_shortcut_masked,0.2807886775366879
sgd,43,0.2,T2_nonshortcut_normal,0.3045332401552737
sgd,43,0.3,T1_all,0.22592582322382151
sgd,43,0.3,T2_shortcut_normal,0.3683671323956136
sgd,43,0.3,T2_shortcut_masked,0.30548499289946685
sgd,43,0.3,T2_nonshortcut_normal,0.33732356013032405
sgd,43,0.4,T1_all,0.24753614292790532
sgd,43,0.4,T2_shortcut_normal,0.42218385369273886
sgd,43,0.4,T2_shortcut_masked,0.34722021570910006
sgd,43,0.4,T2_nonshortcut_normal,0.38529447893791247
sgd,43,0.5,T1_all,0.22421099183868656
sgd,43,0.5,T2_shortcut_normal,0.42565515948725385
sgd,43,0.5,T2_shortcut_masked,0.3415456812904836
sgd,43,0.5,T2_nonshortcut_normal,0.38437657690353677
sgd,43,0.6,T1_all,0.20882042554118177
sgd,43,0.6,T2_shortcut_normal,0.43263176196752107
sgd,43,0.6,T2_shortcut_masked,0.34167609359306195
sgd,43,0.6,T2_nonshortcut_normal,0.38809114412994694
sgd,43,0.7,T1_all,0.18808239224811224
sgd,43,0.7,T2_shortcut_normal,0.4306345030656303
sgd,43,0.7,T2_shortcut_masked,0.3346260424258811
sgd,43,0.7,T2_nonshortcut_normal,0.3837000856231696
sgd,43,0.7999999999999999,T1_all,0.22260627054120535
sgd,43,0.7999999999999999,T2_shortcut_normal,0.4809301151428087
sgd,43,0.7999999999999999,T2_shortcut_masked,0.3812602281587649
sgd,43,0.7999999999999999,T2_nonshortcut_normal,0.4322671308706749
sgd,43,0.8999999999999999,T1_all,0.2073784716762666
sgd,43,0.8999999999999999,T2_shortcut_normal,0.47904320520979066
sgd,43,0.8999999999999999,T2_shortcut_masked,0.3767848195470883
sgd,43,0.8999999999999999,T2_nonshortcut_normal,0.42915819690536294
sgd,43,0.9999999999999999,T1_all,0.19475253950384697
sgd,43,0.9999999999999999,T2_shortcut_normal,0.4777679545328632
sgd,43,0.9999999999999999,T2_shortcut_masked,0.373742507474161
sgd,43,0.9999999999999999,T2_nonshortcut_normal,0.4270438174484504
sgd,43,1.0999999999999999,T1_all,0.23753042732894877
sgd,43,1.0999999999999999,T2_shortcut_normal,0.5302670798202486
sgd,43,1.0999999999999999,T2_shortcut_masked,0.4250980456047979
sgd,43,1.0999999999999999,T2_nonshortcut_normal,0.4789907180012255
sgd,43,1.2,T1_all,0.18286278959433983
sgd,43,1.2,T2_shortcut_normal,0.48398660360751616
sgd,43,1.2,T2_shortcut_masked,0.37814221195002257
sgd,43,1.2,T2_nonshortcut_normal,0.4323707093348242
sgd,43,1.3,T1_all,0.2179689013702033
sgd,43,1.3,T2_shortcut_normal,0.5263876279059031
sgd,43,1.3,T2_shortcut_masked,0.4202148870529006
sgd,43,1.3,T2_nonshortcut_normal,0.4745877918125801
sgd,43,1.4,T1_all,0.21563476350484498
sgd,43,1.4,T2_shortcut_normal,0.5304541447172796
sgd,43,1.4,T2_shortcut_masked,0.4242058778542486
sgd,43,1.4,T2_nonshortcut_normal,0.4785822618174619
sgd,43,1.5,T1_all,0.2020126253696237
sgd,43,1.5,T2_shortcut_normal,0.5225005048592646
sgd,43,1.5,T2_shortcut_masked,0.41635678045725083
sgd,43,1.5,T2_nonshortcut_normal,0.47063524718468625
sgd,43,1.5999999999999999,T1_all,0.18441369159474325
sgd,43,1.5999999999999999,T2_shortcut_normal,0.5099706304012334
sgd,43,1.5999999999999999,T2_shortcut_masked,0.4040557009368608
sgd,43,1.5999999999999999,T2_nonshortcut_normal,0.4581656008862098
sgd,43,1.7,T1_all,0.22180807668498406
sgd,43,1.7,T2_shortcut_normal,0.5519432956968863
sgd,43,1.7,T2_shortcut_masked,0.44633894348475345
sgd,43,1.7,T2_nonshortcut_normal,0.5002333528799869
sgd,43,1.8,T1_all,0.16774455606809172
sgd,43,1.8,T2_shortcut_normal,0.502056239333904
sgd,43,1.8,T2_shortcut_masked,0.39681225352014177
sgd,43,1.8,T2_nonshortcut_normal,0.4504623822933449
sgd,43,1.9,T1_all,0.199745238249884
sgd,43,1.9,T2_shortcut_normal,0.5379044066930343
sgd,43,1.9,T2_shortcut_masked,0.4330467740749164
sgd,43,1.9,T2_nonshortcut_normal,0.4864375295151291
sgd,43,2.0,T1_all,0.1706658812778508
sgd,43,2.0,T2_shortcut_normal,0.5124031896112305
sgd,43,2.0,T2_shortcut_masked,0.407940467604278
sgd,43,2.0,T2_nonshortcut_normal,0.4610669506660276
