method,seed,epoch_eff,split,acc,top5,loss
gpm,42,0.0,T1_all,0.21625,0.535,2.9450540752410888
gpm,42,0.0,T1_all,0.65075,0.8985,1.5526632046699524
gpm,42,0.0,T2_nonshortcut_normal,0.3433333333333333,0.686,2.4917816778818764
gpm,42,0.0,T2_nonshortcut_normal,0.756,0.9353333333333333,0.9959062072436015
gpm,42,0.0,T2_shortcut_masked,0.198,0.498,3.1870437049865723
gpm,42,0.0,T2_shortcut_masked,0.658,0.886,1.554268154144287
gpm,42,0.0,T2_shortcut_normal,0.118,0.332,3.7293855400085447
gpm,42,0.0,T2_shortcut_normal,0.546,0.816,2.290711835861206
gpm,42,1.0,T1_all,0.26575,0.61675,2.7436173839569094
gpm,42,1.0,T1_all,0.63175,0.89475,1.6747104606628418
gpm,42,1.0,T2_nonshortcut_normal,0.4266666666666667,0.776,2.123326754252116
gpm,42,1.0,T2_nonshortcut_normal,0.744,0.94,1.1002673199971518
gpm,42,1.0,T2_shortcut_masked,0.24,0.562,2.9889637908935547
gpm,42,1.0,T2_shortcut_masked,0.544,0.836,2.352939329147339
gpm,42,1.0,T2_shortcut_normal,0.172,0.47,3.3561342964172365
gpm,42,1.0,T2_shortcut_normal,0.442,0.72,3.3664245796203613
gpm,42,2.0,T1_all,0.3455,0.70475,2.354759454727173
gpm,42,2.0,T1_all,0.63675,0.89525,1.6735507655143738
gpm,42,2.0,T2_nonshortcut_normal,0.45866666666666667,0.7593333333333333,2.0196966320673626
gpm,42,2.0,T2_nonshortcut_normal,0.7493333333333333,0.9386666666666666,1.0855627657572429
gpm,42,2.0,T2_shortcut_masked,0.26,0.676,2.6652120666503905
gpm,42,2.0,T2_shortcut_masked,0.606,0.886,1.7801718130111694
gpm,42,2.0,T2_shortcut_normal,0.214,0.562,3.0683954582214357
gpm,42,2.0,T2_shortcut_normal,0.478,0.804,2.507615163803101
gpm,42,3.0,T1_all,0.38825,0.735,2.2193546743392942
gpm,42,3.0,T1_all,0.64425,0.89775,1.5976559429168702
gpm,42,3.0,T2_nonshortcut_normal,0.526,0.8206666666666667,1.709411018371582
gpm,42,3.0,T2_nonshortcut_normal,0.7506666666666667,0.9393333333333334,1.0777973276774089
gpm,42,3.0,T2_shortcut_masked,0.38,0.798,2.136463942527771
gpm,42,3.0,T2_shortcut_masked,0.67,0.906,1.4705090808868408
gpm,42,3.0,T2_shortcut_normal,0.294,0.646,2.6526328163146973
gpm,42,3.0,T2_shortcut_normal,0.564,0.804,2.206392074584961
gpm,42,4.0,T1_all,0.387,0.75375,2.2402346591949462
gpm,42,4.0,T1_all,0.65175,0.8885,1.6783501691818237
gpm,42,4.0,T2_nonshortcut_normal,0.5246666666666666,0.83,1.7039490070343017
gpm,42,4.0,T2_nonshortcut_normal,0.7686666666666667,0.9566666666666667,0.9565684106349945
gpm,42,4.0,T2_shortcut_masked,0.41,0.79,2.1093692865371705
gpm,42,4.0,T2_shortcut_masked,0.602,0.892,1.8856097164154053
gpm,42,4.0,T2_shortcut_normal,0.312,0.668,2.6748949337005614
