method,seed,subset,epoch,top1,top5,top1_reference,top5_reference,top1_delta,top5_delta,loss,adaptation_delay,performance_deficit,shortcut_feature_reliance,eri_score
gpm,43,T1_all,49,0.6725,0.9015,0.35,0.65,0.3225,0.25149999999999995,1.5945964179039,,0.0,0.42235123367198835,
gpm,43,T2_nonshortcut_normal,49,0.7933333333333333,0.95,0.35,0.65,0.44333333333333336,0.29999999999999993,0.9427463829914728,,0.0,0.42235123367198835,
gpm,43,T2_shortcut_masked,49,0.71,0.928,0.35,0.65,0.36,0.278,1.2275135974884033,,0.0,0.42235123367198835,
gpm,43,T2_shortcut_normal,49,0.602,0.868,0.35,0.65,0.252,0.21799999999999997,1.83656622505188,,0.0,0.42235123367198835,
