method,seed,epoch_eff,split,acc
ewc_on,42,0.1,T1_all,0.33793639016273336
ewc_on,42,0.1,T2_shortcut_normal,0.3955251642393388
ewc_on,42,0.1,T2_shortcut_masked,0.3690027948777218
ewc_on,42,0.1,T2_nonshortcut_normal,0.38232683730991535
ewc_on,42,0.2,T1_all,0.30471253226597117
ewc_on,42,0.2,T2_shortcut_normal,0.4100325184552794
ewc_on,42,0.2,T2_shortcut_masked,0.3629648881296276
ewc_on,42,0.2,T2_nonshortcut_normal,0.38670945074821345
ewc_on,42,0.3,T1_all,0.32238931848809416
ewc_on,42,0.3,T2_shortcut_normal,0.4673698276598862
ewc_on,42,0.3,T2_shortcut_masked,0.40448768816373953
ewc_on,42,0.3,T2_nonshortcut_normal,0.4363262553945968
ewc_on,42,0.4,T1_all,0.2999606890987386
ewc_on,42,0.4,T2_shortcut_normal,0.4779939998635721
ewc_on,42,0.4,T2_shortcut_masked,0.4030303618799333
ewc_on,42,0.4,T2_nonshortcut_normal,0.44110462510874565
ewc_on,42,0.5,T1_all,0.3005305818832579
ewc_on,42,0.5,T2_shortcut_normal,0.5062067495318252
ewc_on,42,0.5,T2_shortcut_masked,0.4220972713350549
ewc_on,42,0.5,T2_nonshortcut_normal,0.4649281669481081
ewc_on,42,0.6,T1_all,0.29286077123468324
ewc_on,42,0.6,T2_shortcut_normal,0.5217505076610227
ewc_on,42,0.6,T2_shortcut_masked,0.4307948392865635
ewc_on,42,0.6,T2_nonshortcut_normal,0.4772098898234486
ewc_on,42,0.7,T1_all,0.2696265233048497
ewc_on,42,0.7,T2_shortcut_normal,0.5181034341223677
ewc_on,42,0.7,T2_shortcut_masked,0.4220949734826186
ewc_on,42,0.7,T2_nonshortcut_normal,0.47116901667990707
ewc_on,42,0.7999999999999999,T1_all,0.2936389576587193
ewc_on,42,0.7999999999999999,T2_shortcut_normal,0.5587340022603227
ewc_on,42,0.7999999999999999,T2_shortcut_masked,0.4590641152762788
ewc_on,42,0.7999999999999999,T2_nonshortcut_normal,0.5100710179881888
ewc_on,42,0.8999999999999999,T1_all,0.30115296687005644
ewc_on,42,0.8999999999999999,T2_shortcut_normal,0.5804353004035805
ewc_on,42,0.8999999999999999,T2_shortcut_masked,0.47817691474087815
ewc_on,42,0.8999999999999999,T2_nonshortcut_normal,0.5305502920991527
ewc_on,42,0.9999999999999999,T1_all,0.29024186248314454
ewc_on,42,0.9999999999999999,T2_shortcut_normal,0.5817212775121606
ewc_on,42,0.9999999999999999,T2_shortcut_masked,0.4776958304534586
ewc_on,42,0.9999999999999999,T2_nonshortcut_normal,0.5309971404277478
ewc_on,42,1.0999999999999999,T1_all,0.2611059434540964
ewc_on,42,1.0999999999999999,T2_shortcut_normal,0.5631529959453963
ewc_on,42,1.0999999999999999,T2_shortcut_masked,0.45798396172994554
ewc_on,42,1.0999999999999999,T2_nonshortcut_normal,0.5118766341263732
ewc_on,42,1.2,T1_all,0.28544915987783226
ewc_on,42,1.2,T2_shortcut_normal,0.5967297738910086
ewc_on,42,1.2,T2_shortcut_masked,0.4908853822335149
ewc_on,42,1.2,T2_nonshortcut_normal,0.5451138796183167
ewc_on,42,1.3,T1_all,0.3073685548691188
ewc_on,42,1.3,T2_shortcut_normal,0.6267904814048187
ewc_on,42,1.3,T2_shortcut_masked,0.5206177405518162
ewc_on,42,1.3,T2_nonshortcut_normal,0.5749906453114956
ewc_on,42,1.4,T1_all,0.2902192511305391
ewc_on,42,1.4,T2_shortcut_normal,0.6168882323429737
ewc_on,42,1.4,T2_shortcut_masked,0.5106399654799427
ewc_on,42,1.4,T2_nonshortcut_normal,0.565016349443156
ewc_on,42,1.5,T1_all,0.27041979143519396
ewc_on,42,1.5,T2_shortcut_normal,0.6036036709248347
ewc_on,42,1.5,T2_shortcut_masked,0.4974599465228211
ewc_on,42,1.5,T2_nonshortcut_normal,0.5517384132502564
ewc_on,42,1.5999999999999999,T1_all,0.2742291393173488
ewc_on,42,1.5999999999999999,T2_shortcut_normal,0.6133284781238391
ewc_on,42,1.5999999999999999,T2_shortcut_masked,0.5074135486594664
ewc_on,42,1.5999999999999999,T2_nonshortcut_normal,0.5615234486088154
ewc_on,42,1.7,T1_all,0.2848766223819967
ewc_on,42,1.7,T2_shortcut_normal,0.6294006413938988
ewc_on,42,1.7,T2_shortcut_masked,0.523796289181766
ewc_on,42,1.7,T2_nonshortcut_normal,0.5776906985769996
ewc_on,42,1.8,T1_all,0.2816521427593377
ewc_on,42,1.8,T2_shortcut_normal,0.63119902602515
ewc_on,42,1.8,T2_shortcut_masked,0.5259550402113878
ewc_on,42,1.8,T2_nonshortcut_normal,0.579605168984591
ewc_on,42,1.9,T1_all,0.2743937587360037
ewc_on,42,1.9,T2_shortcut_normal,0.6286345271791539
ewc_on,42,1.9,T2_shortcut_masked,0.5237768945610359
ewc_on,42,1.9,T2_nonshortcut_normal,0.5771676500012487
ewc_on,42,2.0,T1_all,0.2656068767202649
ewc_on,42,2.0,T2_shortcut_normal,0.6242721850536446
ewc_on,42,2.0,T2_shortcut_masked,0.5198094630466921
ewc_on,42,2.0,T2_nonshortcut_normal,0.5729359461084418
