method,seed,subset,epoch,top1,top5,top1_reference,top5_reference,top1_delta,top5_delta,loss,adaptation_delay,performance_deficit,shortcut_feature_reliance,eri_score
scratch_t2,42,T1_all,0,0.1245,0.43275,0.35,0.65,-0.22549999999999998,-0.21725,3.3791838665008544,,0.0,0.11016949152542373,
scratch_t2,42,T2_nonshortcut_normal,0,0.21,0.5266666666666666,0.35,0.65,-0.13999999999999999,-0.1233333333333334,3.0998686377207436,,0.0,0.11016949152542373,
scratch_t2,42,T2_shortcut_masked,0,0.094,0.386,0.35,0.65,-0.256,-0.264,3.4507745933532714,,0.0,0.11016949152542373,
scratch_t2,42,T2_shortcut_normal,0,0.026,0.148,0.35,0.65,-0.32399999999999995,-0.502,4.099767316818237,,0.0,0.11016949152542373,
