method,seed,subset,epoch,top1,top5,top1_reference,top5_reference,top1_delta,top5_delta,loss,adaptation_delay,performance_deficit,shortcut_feature_reliance,eri_score
sgd,42,T1_all,49,0.69,0.91425,0.35,0.65,0.33999999999999997,0.26425,1.5361135569810866,,0.0,0.4269230769230769,
sgd,42,T2_nonshortcut_normal,49,0.794,0.952,0.35,0.65,0.44400000000000006,0.30199999999999994,0.9726229050556818,,0.0,0.4269230769230769,
sgd,42,T2_shortcut_masked,49,0.73,0.932,0.35,0.65,0.38,0.28200000000000003,1.2587260055541991,,0.0,0.4269230769230769,
sgd,42,T2_shortcut_normal,49,0.642,0.846,0.35,0.65,0.29200000000000004,0.19599999999999995,1.8960171222686768,,0.0,0.4269230769230769,
